"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",13.409,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.043,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",12.722,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.372,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",12.021,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.541,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",11.139,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",11.081,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",11.129,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",11.353,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",11.377,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",11.3,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",11.044,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",11.003,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",10.56,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",10.176,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",9.861,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",9.509,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",9.327,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",9.007,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.687,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.616,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.53,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.469,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.975,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.049,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",14.806,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.504,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.669,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.477,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",13.872,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",13.747,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",13.354,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",13.183,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",13.014,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",13.257,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",13.473,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",13.64,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",13.768,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",13.149,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",13.61,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",14.177,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",14.32,,,
"South-Eastern Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",14.198,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",7.22,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",7.148,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",7.569,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",7.572,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",7.589,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",8.14,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",8.051,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",8.405,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",9.043,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",9.439,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",9.362,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",9.677,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",9.825,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",10.244,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",10.605,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",11.697,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",11.751,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",11.846,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",12.096,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",12.864,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",13.05,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",13.584,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",13.8,,,
"South-Eastern Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",14.309,,,
"South-Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.622,,,
"South-Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.512,,,
"South-Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.774,,,
"South-Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.506,,,
